timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1565703358044,14580,MAGENTO HTTP Request,200,OK,Thread Group 1-40,text,true,,26349,114,50,50,http://10.0.1.156/,14579,0,0
1565703372624,0,MariaDBTCPSampler,200,OK,Thread Group 1-40,text,true,,130,0,50,50,null,0,0,0
1565703372624,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-40,text,true,,0,0,50,50,null,0,0,0
1565703372825,11,MEAN.JS HTTP Request,200,OK,Thread Group 1-40,text,true,,10245,119,50,50,http://10.0.1.156:3000/,7,0,0
1565703358463,14558,MAGENTO HTTP Request,200,OK,Thread Group 1-35,text,true,,26349,114,50,50,http://10.0.1.156/,14381,0,0
1565703373021,1,MariaDBTCPSampler,200,OK,Thread Group 1-35,text,true,,130,0,50,50,null,0,0,0
1565703373022,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-35,text,true,,0,0,50,50,null,0,0,0
1565703358656,14502,MAGENTO HTTP Request,200,OK,Thread Group 1-37,text,true,,26349,114,50,50,http://10.0.1.156/,14470,0,1
1565703373159,1,MariaDBTCPSampler,200,OK,Thread Group 1-37,text,true,,130,0,50,50,null,1,0,0
1565703373160,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-37,text,true,,0,0,50,50,null,0,0,0
1565703358829,14338,MAGENTO HTTP Request,200,OK,Thread Group 1-11,text,true,,26349,114,50,50,http://10.0.1.156/,14313,0,1
1565703373167,0,MariaDBTCPSampler,200,OK,Thread Group 1-11,text,true,,130,0,50,50,null,0,0,0
1565703373167,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-11,text,true,,0,0,50,50,null,0,0,0
1565703358941,14293,MAGENTO HTTP Request,200,OK,Thread Group 1-39,text,true,,26349,114,50,50,http://10.0.1.156/,14292,0,1
1565703373234,0,MariaDBTCPSampler,200,OK,Thread Group 1-39,text,true,,130,0,50,50,null,0,0,0
1565703373234,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-39,text,true,,0,0,50,50,null,0,0,0
1565703373222,14,MEAN.JS HTTP Request,200,OK,Thread Group 1-35,text,true,,10247,119,50,50,http://10.0.1.156:3000/,13,0,1
1565703373361,7,MEAN.JS HTTP Request,200,OK,Thread Group 1-37,text,true,,10247,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703373368,11,MEAN.JS HTTP Request,200,OK,Thread Group 1-11,text,true,,10249,119,50,50,http://10.0.1.156:3000/,10,0,1
1565703373435,11,MEAN.JS HTTP Request,200,OK,Thread Group 1-39,text,true,,10247,119,50,50,http://10.0.1.156:3000/,10,0,1
1565703359342,14122,MAGENTO HTTP Request,200,OK,Thread Group 1-12,text,true,,26349,114,50,50,http://10.0.1.156/,14081,0,0
1565703373464,1,MariaDBTCPSampler,200,OK,Thread Group 1-12,text,true,,130,0,50,50,null,1,0,1
1565703373465,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-12,text,true,,0,0,50,50,null,0,0,0
1565703373666,7,MEAN.JS HTTP Request,200,OK,Thread Group 1-12,text,true,,10251,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703359761,13970,MAGENTO HTTP Request,200,OK,Thread Group 1-41,text,true,,26349,114,50,50,http://10.0.1.156/,13970,0,0
1565703373732,0,MariaDBTCPSampler,200,OK,Thread Group 1-41,text,true,,130,0,50,50,null,0,0,0
1565703373732,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-41,text,true,,0,0,50,50,null,0,0,0
1565703373933,7,MEAN.JS HTTP Request,200,OK,Thread Group 1-41,text,true,,10245,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703359541,14519,MAGENTO HTTP Request,200,OK,Thread Group 1-42,text,true,,26349,114,50,50,http://10.0.1.156/,14518,0,1
1565703374060,1,MariaDBTCPSampler,200,OK,Thread Group 1-42,text,true,,130,0,50,50,null,1,0,0
1565703374061,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-42,text,true,,0,0,50,50,null,0,0,0
1565703361186,13041,MAGENTO HTTP Request,200,OK,Thread Group 1-16,text,true,,26349,114,50,50,http://10.0.1.156/,12949,0,0
1565703374227,1,MariaDBTCPSampler,200,OK,Thread Group 1-16,text,true,,130,0,50,50,null,1,0,0
1565703374228,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-16,text,true,,0,0,50,50,null,0,0,0
1565703374262,10,MEAN.JS HTTP Request,200,OK,Thread Group 1-42,text,true,,10251,119,50,50,http://10.0.1.156:3000/,8,0,0
1565703360587,13757,MAGENTO HTTP Request,200,OK,Thread Group 1-43,text,true,,26349,114,50,50,http://10.0.1.156/,13726,0,0
1565703374344,1,MariaDBTCPSampler,200,OK,Thread Group 1-43,text,true,,130,0,50,50,null,1,0,1
1565703374345,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-43,text,true,,0,0,50,50,null,0,0,0
1565703361326,13078,MAGENTO HTTP Request,200,OK,Thread Group 1-45,text,true,,26349,114,50,50,http://10.0.1.156/,12981,0,0
1565703374405,1,MariaDBTCPSampler,200,OK,Thread Group 1-45,text,true,,130,0,50,50,null,1,0,0
1565703374406,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-45,text,true,,0,0,50,50,null,0,0,0
1565703374428,12,MEAN.JS HTTP Request,200,OK,Thread Group 1-16,text,true,,10247,119,50,50,http://10.0.1.156:3000/,8,0,1
1565703374546,10,MEAN.JS HTTP Request,200,OK,Thread Group 1-43,text,true,,10245,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703374607,9,MEAN.JS HTTP Request,200,OK,Thread Group 1-45,text,true,,10253,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703361834,12854,MAGENTO HTTP Request,200,OK,Thread Group 1-49,text,true,,26349,114,50,50,http://10.0.1.156/,12840,0,1
1565703374688,0,MariaDBTCPSampler,200,OK,Thread Group 1-49,text,true,,130,0,50,50,null,0,0,0
1565703374689,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-49,text,true,,0,0,50,50,null,0,0,0
1565703374889,11,MEAN.JS HTTP Request,200,OK,Thread Group 1-49,text,true,,10247,119,50,50,http://10.0.1.156:3000/,7,0,1
1565703360881,14326,MAGENTO HTTP Request,200,OK,Thread Group 1-46,text,true,,26349,114,50,50,http://10.0.1.156/,14325,0,0
1565703375207,1,MariaDBTCPSampler,200,OK,Thread Group 1-46,text,true,,130,0,50,50,null,1,0,0
1565703375208,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-46,text,true,,0,0,50,50,null,0,0,0
1565703361299,13985,MAGENTO HTTP Request,200,OK,Thread Group 1-44,text,true,,26349,114,50,50,http://10.0.1.156/,13922,0,0
1565703375284,1,MariaDBTCPSampler,200,OK,Thread Group 1-44,text,true,,130,0,50,50,null,1,0,1
1565703375285,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-44,text,true,,0,0,50,50,null,0,0,0
1565703375409,7,MEAN.JS HTTP Request,200,OK,Thread Group 1-46,text,true,,10251,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703375486,10,MEAN.JS HTTP Request,200,OK,Thread Group 1-44,text,true,,10249,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703362277,14074,MAGENTO HTTP Request,200,OK,Thread Group 1-4,text,true,,26349,114,50,50,http://10.0.1.156/,14074,0,0
1565703376351,1,MariaDBTCPSampler,200,OK,Thread Group 1-4,text,true,,130,0,50,50,null,1,0,1
1565703376352,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-4,text,true,,0,0,50,50,null,0,0,0
1565703376553,11,MEAN.JS HTTP Request,200,OK,Thread Group 1-4,text,true,,10247,119,50,50,http://10.0.1.156:3000/,10,0,0
1565703362393,14331,MAGENTO HTTP Request,200,OK,Thread Group 1-13,text,true,,26349,114,50,50,http://10.0.1.156/,14269,0,1
1565703376725,0,MariaDBTCPSampler,200,OK,Thread Group 1-13,text,true,,130,0,50,50,null,0,0,0
1565703376725,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-13,text,true,,0,0,50,50,null,0,0,0
1565703376926,10,MEAN.JS HTTP Request,200,OK,Thread Group 1-13,text,true,,10249,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703363164,13875,MAGENTO HTTP Request,200,OK,Thread Group 1-48,text,true,,26349,114,50,50,http://10.0.1.156/,13875,0,0
1565703377039,1,MariaDBTCPSampler,200,OK,Thread Group 1-48,text,true,,130,0,50,50,null,1,0,0
1565703377040,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-48,text,true,,0,0,50,50,null,0,0,0
1565703362330,14874,MAGENTO HTTP Request,200,OK,Thread Group 1-47,text,true,,26349,114,50,50,http://10.0.1.156/,14867,0,1
1565703377205,0,MariaDBTCPSampler,200,OK,Thread Group 1-47,text,true,,130,0,50,50,null,0,0,0
1565703377205,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-47,text,true,,0,0,50,50,null,0,0,0
1565703377241,7,MEAN.JS HTTP Request,200,OK,Thread Group 1-48,text,true,,10245,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703363306,14067,MAGENTO HTTP Request,200,OK,Thread Group 1-14,text,true,,26349,114,50,50,http://10.0.1.156/,13981,0,0
1565703377373,0,MariaDBTCPSampler,200,OK,Thread Group 1-14,text,true,,130,0,50,50,null,0,0,0
1565703377383,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-14,text,true,,0,0,50,50,null,0,0,0
1565703377406,9,MEAN.JS HTTP Request,200,OK,Thread Group 1-47,text,true,,10247,119,50,50,http://10.0.1.156:3000/,8,0,0
1565703377584,8,MEAN.JS HTTP Request,200,OK,Thread Group 1-14,text,true,,10249,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703363640,14420,MAGENTO HTTP Request,200,OK,Thread Group 1-50,text,true,,26349,114,50,50,http://10.0.1.156/,14330,0,0
1565703378061,0,MariaDBTCPSampler,200,OK,Thread Group 1-50,text,true,,130,0,50,50,null,0,0,0
1565703378061,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-50,text,true,,0,0,50,50,null,0,0,0
1565703365158,13102,MAGENTO HTTP Request,200,OK,Thread Group 1-1,text,true,,26349,114,50,50,http://10.0.1.156/,13052,0,0
1565703378261,0,MariaDBTCPSampler,200,OK,Thread Group 1-1,text,true,,130,0,50,50,null,0,0,0
1565703378261,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-1,text,true,,0,0,50,50,null,0,0,0
1565703378262,8,MEAN.JS HTTP Request,200,OK,Thread Group 1-50,text,true,,10247,119,50,50,http://10.0.1.156:3000/,7,0,0
1565703378462,10,MEAN.JS HTTP Request,200,OK,Thread Group 1-1,text,true,,10245,119,50,50,http://10.0.1.156:3000/,9,0,0
1565703364429,14227,MAGENTO HTTP Request,200,OK,Thread Group 1-5,text,true,,26349,114,50,50,http://10.0.1.156/,14182,0,0
1565703378656,1,MariaDBTCPSampler,200,OK,Thread Group 1-5,text,true,,130,0,50,50,null,1,0,1
1565703378657,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-5,text,true,,0,0,50,50,null,0,0,0
1565703378858,10,MEAN.JS HTTP Request,200,OK,Thread Group 1-5,text,true,,10247,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703364489,14697,MAGENTO HTTP Request,200,OK,Thread Group 1-15,text,true,,26349,114,50,50,http://10.0.1.156/,14697,0,0
1565703379186,1,MariaDBTCPSampler,200,OK,Thread Group 1-15,text,true,,130,0,50,50,null,1,0,1
1565703379187,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-15,text,true,,0,0,50,50,null,0,0,0
1565703379388,8,MEAN.JS HTTP Request,200,OK,Thread Group 1-15,text,true,,10247,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703365706,13814,MAGENTO HTTP Request,200,OK,Thread Group 1-17,text,true,,26349,114,50,50,http://10.0.1.156/,13729,0,0
1565703379521,0,MariaDBTCPSampler,200,OK,Thread Group 1-17,text,true,,130,0,50,50,null,0,0,0
1565703379521,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-17,text,true,,0,0,50,50,null,0,0,0
1565703379722,10,MEAN.JS HTTP Request,200,OK,Thread Group 1-17,text,true,,10259,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703366430,14110,MAGENTO HTTP Request,200,OK,Thread Group 1-18,text,true,,26349,114,50,50,http://10.0.1.156/,14006,0,1
1565703380540,1,MariaDBTCPSampler,200,OK,Thread Group 1-18,text,true,,130,0,50,50,null,1,0,1
1565703380541,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-18,text,true,,0,0,50,50,null,0,0,0
1565703366338,14284,MAGENTO HTTP Request,200,OK,Thread Group 1-20,text,true,,26349,114,50,50,http://10.0.1.156/,14283,0,1
1565703380622,0,MariaDBTCPSampler,200,OK,Thread Group 1-20,text,true,,130,0,50,50,null,0,0,0
1565703380623,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-20,text,true,,0,0,50,50,null,0,0,0
1565703367037,13643,MAGENTO HTTP Request,200,OK,Thread Group 1-23,text,true,,26349,114,50,50,http://10.0.1.156/,13628,0,1
1565703380681,0,MariaDBTCPSampler,200,OK,Thread Group 1-23,text,true,,130,0,50,50,null,0,0,0
1565703380681,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-23,text,true,,0,0,50,50,null,0,0,0
1565703380742,7,MEAN.JS HTTP Request,200,OK,Thread Group 1-18,text,true,,10247,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703367235,13583,MAGENTO HTTP Request,200,OK,Thread Group 1-7,text,true,,26349,114,50,50,http://10.0.1.156/,13582,0,1
1565703380818,0,MariaDBTCPSampler,200,OK,Thread Group 1-7,text,true,,130,0,50,50,null,0,0,0
1565703380818,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-7,text,true,,0,0,50,50,null,0,0,0
1565703380823,9,MEAN.JS HTTP Request,200,OK,Thread Group 1-20,text,true,,10247,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703380882,9,MEAN.JS HTTP Request,200,OK,Thread Group 1-23,text,true,,10249,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703381019,10,MEAN.JS HTTP Request,200,OK,Thread Group 1-7,text,true,,10249,119,50,50,http://10.0.1.156:3000/,8,0,1
1565703366463,14585,MAGENTO HTTP Request,200,OK,Thread Group 1-21,text,true,,26349,114,50,50,http://10.0.1.156/,14523,0,1
1565703381049,0,MariaDBTCPSampler,200,OK,Thread Group 1-21,text,true,,130,0,50,50,null,0,0,0
1565703381049,2,MongoDBJSR223Sampler,200,OK,Thread Group 1-21,text,true,,0,0,50,50,null,0,0,0
1565703366486,14577,MAGENTO HTTP Request,200,OK,Thread Group 1-19,text,true,,26349,114,50,50,http://10.0.1.156/,14490,0,0
1565703381063,1,MariaDBTCPSampler,200,OK,Thread Group 1-19,text,true,,130,0,50,50,null,1,0,1
1565703381064,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-19,text,true,,0,0,50,50,null,0,0,0
1565703367254,13926,MAGENTO HTTP Request,200,OK,Thread Group 1-22,text,true,,26349,114,50,50,http://10.0.1.156/,13750,0,1
1565703381180,1,MariaDBTCPSampler,200,OK,Thread Group 1-22,text,true,,130,0,50,50,null,1,0,1
1565703381181,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-22,text,true,,0,0,50,50,null,0,0,0
1565703381251,9,MEAN.JS HTTP Request,200,OK,Thread Group 1-21,text,true,,10247,119,50,50,http://10.0.1.156:3000/,7,0,1
1565703381265,11,MEAN.JS HTTP Request,200,OK,Thread Group 1-19,text,true,,10245,119,50,50,http://10.0.1.156:3000/,7,0,1
1565703367328,14068,MAGENTO HTTP Request,200,OK,Thread Group 1-25,text,true,,26349,114,50,50,http://10.0.1.156/,14055,0,1
1565703381396,0,MariaDBTCPSampler,200,OK,Thread Group 1-25,text,true,,130,0,50,50,null,0,0,0
1565703381396,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-25,text,true,,0,0,50,50,null,0,0,0
1565703381382,10,MEAN.JS HTTP Request,200,OK,Thread Group 1-22,text,true,,10251,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703381597,11,MEAN.JS HTTP Request,200,OK,Thread Group 1-25,text,true,,10247,119,50,50,http://10.0.1.156:3000/,6,0,1
1565703367684,14074,MAGENTO HTTP Request,200,OK,Thread Group 1-2,text,true,,26349,114,50,50,http://10.0.1.156/,14074,0,0
1565703381758,1,MariaDBTCPSampler,200,OK,Thread Group 1-2,text,true,,130,0,50,50,null,1,0,1
1565703381759,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-2,text,true,,0,0,50,50,null,0,0,0
1565703367634,14176,MAGENTO HTTP Request,200,OK,Thread Group 1-8,text,true,,26349,114,50,50,http://10.0.1.156/,14134,0,1
1565703381811,0,MariaDBTCPSampler,200,OK,Thread Group 1-8,text,true,,130,0,50,50,null,0,0,0
1565703381811,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-8,text,true,,0,0,50,50,null,0,0,0
1565703367893,14044,MAGENTO HTTP Request,200,OK,Thread Group 1-24,text,true,,26349,114,50,50,http://10.0.1.156/,13942,0,1
1565703381937,1,MariaDBTCPSampler,200,OK,Thread Group 1-24,text,true,,130,0,50,50,null,1,0,0
1565703381938,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-24,text,true,,0,0,50,50,null,0,0,0
1565703367993,13994,MAGENTO HTTP Request,200,OK,Thread Group 1-6,text,true,,26349,114,50,50,http://10.0.1.156/,13954,0,0
1565703381960,8,MEAN.JS HTTP Request,200,OK,Thread Group 1-2,text,true,,10253,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703381987,1,MariaDBTCPSampler,200,OK,Thread Group 1-6,text,true,,130,0,50,50,null,0,0,0
1565703381988,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-6,text,true,,0,0,50,50,null,0,0,0
1565703382013,10,MEAN.JS HTTP Request,200,OK,Thread Group 1-8,text,true,,10245,119,50,50,http://10.0.1.156:3000/,9,0,0
1565703382139,9,MEAN.JS HTTP Request,200,OK,Thread Group 1-24,text,true,,10245,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703382188,8,MEAN.JS HTTP Request,200,OK,Thread Group 1-6,text,true,,10245,119,50,50,http://10.0.1.156:3000/,6,0,1
1565703368672,14388,MAGENTO HTTP Request,200,OK,Thread Group 1-30,text,true,,26349,114,50,50,http://10.0.1.156/,14353,0,0
1565703383060,1,MariaDBTCPSampler,200,OK,Thread Group 1-30,text,true,,130,0,50,50,null,1,0,1
1565703383061,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-30,text,true,,0,0,50,50,null,0,0,0
1565703367962,15154,MAGENTO HTTP Request,200,OK,Thread Group 1-29,text,true,,26349,114,50,50,http://10.0.1.156/,15107,0,0
1565703383116,1,MariaDBTCPSampler,200,OK,Thread Group 1-29,text,true,,130,0,50,50,null,1,0,1
1565703383117,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-29,text,true,,0,0,50,50,null,0,0,0
1565703370027,13179,MAGENTO HTTP Request,200,OK,Thread Group 1-10,text,true,,26349,114,50,50,http://10.0.1.156/,13178,0,1
1565703383206,0,MariaDBTCPSampler,200,OK,Thread Group 1-10,text,true,,130,0,50,50,null,0,0,0
1565703383207,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-10,text,true,,0,0,50,50,null,0,0,0
1565703369220,14039,MAGENTO HTTP Request,200,OK,Thread Group 1-26,text,true,,26349,114,50,50,http://10.0.1.156/,13982,0,0
1565703383259,1,MariaDBTCPSampler,200,OK,Thread Group 1-26,text,true,,130,0,50,50,null,1,0,0
1565703383260,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-26,text,true,,0,0,50,50,null,0,0,0
1565703383262,8,MEAN.JS HTTP Request,200,OK,Thread Group 1-30,text,true,,10249,119,50,50,http://10.0.1.156:3000/,7,0,0
1565703383318,12,MEAN.JS HTTP Request,200,OK,Thread Group 1-29,text,true,,10247,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703383407,9,MEAN.JS HTTP Request,200,OK,Thread Group 1-10,text,true,,10247,119,50,50,http://10.0.1.156:3000/,7,0,1
1565703383461,11,MEAN.JS HTTP Request,200,OK,Thread Group 1-26,text,true,,10249,119,50,50,http://10.0.1.156:3000/,10,0,0
1565703368914,14758,MAGENTO HTTP Request,200,OK,Thread Group 1-28,text,true,,26349,114,50,50,http://10.0.1.156/,14688,0,0
1565703383673,0,MariaDBTCPSampler,200,OK,Thread Group 1-28,text,true,,130,0,50,50,null,0,0,0
1565703383673,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-28,text,true,,0,0,50,50,null,0,0,0
1565703369494,14186,MAGENTO HTTP Request,200,OK,Thread Group 1-27,text,true,,26349,114,50,50,http://10.0.1.156/,14155,0,0
1565703383680,1,MariaDBTCPSampler,200,OK,Thread Group 1-27,text,true,,130,0,50,50,null,1,0,0
1565703383681,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-27,text,true,,0,0,50,50,null,0,0,0
1565703369653,14155,MAGENTO HTTP Request,200,OK,Thread Group 1-9,text,true,,26349,114,50,50,http://10.0.1.156/,14099,0,0
1565703383809,0,MariaDBTCPSampler,200,OK,Thread Group 1-9,text,true,,130,0,50,50,null,0,0,0
1565703383809,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-9,text,true,,0,0,50,50,null,0,0,0
1565703370066,13805,MAGENTO HTTP Request,200,OK,Thread Group 1-31,text,true,,26349,114,50,50,http://10.0.1.156/,13804,0,0
1565703383871,0,MariaDBTCPSampler,200,OK,Thread Group 1-31,text,true,,130,0,50,50,null,0,0,0
1565703383871,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-31,text,true,,0,0,50,50,null,0,0,0
1565703383874,10,MEAN.JS HTTP Request,200,OK,Thread Group 1-28,text,true,,10247,119,50,50,http://10.0.1.156:3000/,7,0,0
1565703383881,20,MEAN.JS HTTP Request,200,OK,Thread Group 1-27,text,true,,10245,119,50,50,http://10.0.1.156:3000/,12,0,1
1565703384010,10,MEAN.JS HTTP Request,200,OK,Thread Group 1-9,text,true,,10247,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703384072,8,MEAN.JS HTTP Request,200,OK,Thread Group 1-31,text,true,,10249,119,50,50,http://10.0.1.156:3000/,6,0,1
1565703370563,13777,MAGENTO HTTP Request,200,OK,Thread Group 1-32,text,true,,26349,114,50,50,http://10.0.1.156/,13732,0,1
1565703384340,1,MariaDBTCPSampler,200,OK,Thread Group 1-32,text,true,,130,0,50,50,null,1,0,1
1565703384341,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-32,text,true,,0,0,50,50,null,0,0,0
1565703384542,10,MEAN.JS HTTP Request,200,OK,Thread Group 1-32,text,true,,10249,119,50,50,http://10.0.1.156:3000/,7,0,0
1565703370925,13915,MAGENTO HTTP Request,200,OK,Thread Group 1-33,text,true,,26349,114,50,50,http://10.0.1.156/,13814,0,0
1565703384840,1,MariaDBTCPSampler,200,OK,Thread Group 1-33,text,true,,130,0,50,50,null,1,0,1
1565703384841,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-33,text,true,,0,0,50,50,null,0,0,0
1565703385042,10,MEAN.JS HTTP Request,200,OK,Thread Group 1-33,text,true,,10245,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703371426,13890,MAGENTO HTTP Request,200,OK,Thread Group 1-3,text,true,,26349,114,50,50,http://10.0.1.156/,13870,0,0
1565703385316,3,MariaDBTCPSampler,200,OK,Thread Group 1-3,text,true,,130,0,50,50,null,3,0,1
1565703385319,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-3,text,true,,0,0,50,50,null,0,0,0
1565703385520,9,MEAN.JS HTTP Request,200,OK,Thread Group 1-3,text,true,,10247,119,50,50,http://10.0.1.156:3000/,8,0,0
1565703371482,14156,MAGENTO HTTP Request,200,OK,Thread Group 1-34,text,true,,26349,114,50,50,http://10.0.1.156/,14155,0,0
1565703385638,1,MariaDBTCPSampler,200,OK,Thread Group 1-34,text,true,,130,0,50,50,null,1,0,0
1565703385639,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-34,text,true,,0,0,50,50,null,0,0,0
1565703385840,10,MEAN.JS HTTP Request,200,OK,Thread Group 1-34,text,true,,10247,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703372043,14182,MAGENTO HTTP Request,200,OK,Thread Group 1-38,text,true,,26349,114,50,50,http://10.0.1.156/,14182,0,0
1565703386226,0,MariaDBTCPSampler,200,OK,Thread Group 1-38,text,true,,130,0,50,50,null,0,0,0
1565703386226,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-38,text,true,,0,0,50,50,null,0,0,0
1565703386427,9,MEAN.JS HTTP Request,200,OK,Thread Group 1-38,text,true,,10249,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703372405,14164,MAGENTO HTTP Request,200,OK,Thread Group 1-36,text,true,,26349,114,50,50,http://10.0.1.156/,14164,0,0
1565703386570,0,MariaDBTCPSampler,200,OK,Thread Group 1-36,text,true,,130,0,50,50,null,0,0,0
1565703386570,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-36,text,true,,0,0,50,50,null,0,0,0
1565703386771,9,MEAN.JS HTTP Request,200,OK,Thread Group 1-36,text,true,,10249,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703373251,13703,MAGENTO HTTP Request,200,OK,Thread Group 1-35,text,true,,26349,114,50,50,http://10.0.1.156/,13702,0,1
1565703386954,1,MariaDBTCPSampler,200,OK,Thread Group 1-35,text,true,,130,0,50,50,null,1,0,0
1565703386955,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-35,text,true,,0,0,50,50,null,0,0,0
1565703372847,14277,MAGENTO HTTP Request,200,OK,Thread Group 1-40,text,true,,26349,114,50,50,http://10.0.1.156/,14148,0,0
1565703387124,1,MariaDBTCPSampler,200,OK,Thread Group 1-40,text,true,,130,0,50,50,null,1,0,1
1565703387125,1,MongoDBJSR223Sampler,200,OK,Thread Group 1-40,text,true,,0,0,50,50,null,0,0,0
1565703387156,8,MEAN.JS HTTP Request,200,OK,Thread Group 1-35,text,true,,10249,119,50,50,http://10.0.1.156:3000/,6,0,0
1565703387326,10,MEAN.JS HTTP Request,200,OK,Thread Group 1-40,text,true,,10249,119,50,50,http://10.0.1.156:3000/,6,0,1
1565703373389,14004,MAGENTO HTTP Request,200,OK,Thread Group 1-11,text,true,,26349,114,50,50,http://10.0.1.156/,13983,0,1
1565703387393,1,MariaDBTCPSampler,200,OK,Thread Group 1-11,text,true,,130,0,50,50,null,1,0,1
1565703387394,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-11,text,true,,0,0,50,50,null,0,0,0
1565703373682,13718,MAGENTO HTTP Request,200,OK,Thread Group 1-12,text,true,,26349,114,50,50,http://10.0.1.156/,13637,0,0
1565703387400,1,MariaDBTCPSampler,200,OK,Thread Group 1-12,text,true,,130,0,50,50,null,1,0,1
1565703387401,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-12,text,true,,0,0,50,50,null,0,0,0
1565703373455,13956,MAGENTO HTTP Request,200,OK,Thread Group 1-39,text,true,,26349,114,50,50,http://10.0.1.156/,13943,0,1
1565703387411,0,MariaDBTCPSampler,200,OK,Thread Group 1-39,text,true,,130,0,50,50,null,0,0,0
1565703387412,0,MongoDBJSR223Sampler,200,OK,Thread Group 1-39,text,true,,0,0,50,50,null,0,0,0
1565703387595,10,MEAN.JS HTTP Request,200,OK,Thread Group 1-11,text,true,,10249,119,50,50,http://10.0.1.156:3000/,8,0,0
1565703387602,14,MEAN.JS HTTP Request,200,OK,Thread Group 1-12,text,true,,10249,119,50,50,http://10.0.1.156:3000/,11,0,0
